IDS_TEXTCLIENT_INC_000001	Navigator
IDS_TEXTCLIENT_INC_000460	Master Dwarpet
IDS_TEXTCLIENT_INC_000461	You cannot equip this item because your level is too low. (Req Lev: %s)
IDS_TEXTCLIENT_INC_000462	[User Shop] %s
IDS_TEXTCLIENT_INC_000463	This feature is currently being tested.
IDS_TEXTCLIENT_INC_000464	Server Started
IDS_TEXTCLIENT_INC_000465	Error Code : %d, Message : %s
IDS_TEXTCLIENT_INC_000466	Exp., Penya, and Itemdrop rate have changed to %d (1~4)
IDS_TEXTCLIENT_INC_000467	You have to choose a job at Lv 15.
IDS_TEXTCLIENT_INC_000468	You can choose a level between 2 and 99.
IDS_TEXTCLIENT_INC_000469	Set %s' skill level: 1 ~ %d.
IDS_TEXTCLIENT_INC_000470	/slv %d %d
IDS_TEXTCLIENT_INC_000471	Please select from the skills in your skill window.
IDS_TEXTCLIENT_INC_000472	Attack:
IDS_TEXTCLIENT_INC_000473	Attack:
IDS_TEXTCLIENT_INC_000474	Attack speed: %s
IDS_TEXTCLIENT_INC_000475	One-handed weapon.
IDS_TEXTCLIENT_INC_000476	Two-handed weapon.
IDS_TEXTCLIENT_INC_000477	Maximum capacity: %d
IDS_TEXTCLIENT_INC_000478	Caliber : %d
IDS_TEXTCLIENT_INC_000479	Reloading time: %d
IDS_TEXTCLIENT_INC_000480	You can use this after changing your job.
IDS_TEXTCLIENT_INC_000481	Speed influence: %d
IDS_TEXTCLIENT_INC_000482	Req Job: Vagrant
IDS_TEXTCLIENT_INC_000483	Req Job: Mercenary
IDS_TEXTCLIENT_INC_000484	Req Job: Acrobat
IDS_TEXTCLIENT_INC_000485	Req Job: Assist
IDS_TEXTCLIENT_INC_000486	Req Job: Magician
IDS_TEXTCLIENT_INC_000487	Req Job: Puppeteer
IDS_TEXTCLIENT_INC_000488	Req Job: Knight
IDS_TEXTCLIENT_INC_000489	Req Job: Blade
IDS_TEXTCLIENT_INC_000490	Req Job: Jester
IDS_TEXTCLIENT_INC_000491	Req Job: Ranger
IDS_TEXTCLIENT_INC_000492	Req Job: Ringmaster
IDS_TEXTCLIENT_INC_000493	Req Job: Billposter
IDS_TEXTCLIENT_INC_000494	Req Job: Psykeeper
IDS_TEXTCLIENT_INC_000495	Req Job: Elementor
IDS_TEXTCLIENT_INC_000496	Req Job: Gatekeeper
IDS_TEXTCLIENT_INC_000497	Req Job: Doppler
IDS_TEXTCLIENT_INC_000498	Req STR: %d
IDS_TEXTCLIENT_INC_000499	Req CON: %d
IDS_TEXTCLIENT_INC_000500	Req DEX: %d
IDS_TEXTCLIENT_INC_000501	Req INT: %d
IDS_TEXTCLIENT_INC_000502	Durability:
IDS_TEXTCLIENT_INC_000503	Restore MP: %d
IDS_TEXTCLIENT_INC_000504	Restore HP: %d
IDS_TEXTCLIENT_INC_000505	Restore FP: %d
IDS_TEXTCLIENT_INC_000506	Effective up to %d
IDS_TEXTCLIENT_INC_000507	Remaining EXP: %d
IDS_TEXTCLIENT_INC_000508	Weight: %d
IDS_TEXTCLIENT_INC_000509	Cost: %d
IDS_TEXTCLIENT_INC_000510	Sell Price: %d
IDS_TEXTCLIENT_INC_000511	SEX: Male
IDS_TEXTCLIENT_INC_000512	SEX: Female
IDS_TEXTCLIENT_INC_000513	Level: %d
IDS_TEXTCLIENT_INC_000514	Job Level: %d
IDS_TEXTCLIENT_INC_000515	Advanced Party
IDS_TEXTCLIENT_INC_000516	Boss Monster Detected!!!
IDS_TEXTCLIENT_INC_000517	Attack: %d
IDS_TEXTCLIENT_INC_000518	DEF
IDS_TEXTCLIENT_INC_000519	DEF
IDS_TEXTCLIENT_INC_000520	DEF: %d
IDS_TEXTCLIENT_INC_000521	Evasion: %d
IDS_TEXTCLIENT_INC_000522	Electricity Resistance : %d
IDS_TEXTCLIENT_INC_000523	Water Resistance : %d
IDS_TEXTCLIENT_INC_000524	Required Level : %d
IDS_TEXTCLIENT_INC_000525	Fire Resistance : %d
IDS_TEXTCLIENT_INC_000526	Dark Resistance : %d
IDS_TEXTCLIENT_INC_000527	Wind Resistance : %d
IDS_TEXTCLIENT_INC_000528	Earth Resistance : %d
IDS_TEXTCLIENT_INC_000529	ConnectServer : %s / MultiServer : %d
IDS_TEXTCLIENT_INC_000530	#cffff0000%s Connection impossible#nc
IDS_TEXTCLIENT_INC_000531	Normal
IDS_TEXTCLIENT_INC_000532	Busy
IDS_TEXTCLIENT_INC_000533	Strength : %d
IDS_TEXTCLIENT_INC_000534	Stamina : %d
IDS_TEXTCLIENT_INC_000535	Dexterity : %d
IDS_TEXTCLIENT_INC_000536	Intelligence : %d
IDS_TEXTCLIENT_INC_000537	Level : %d
IDS_TEXTCLIENT_INC_000538	Repair Costs : %d
IDS_TEXTCLIENT_INC_000539	This item does not need to be repaired.
IDS_TEXTCLIENT_INC_000540	This item cannot be repaired.
IDS_TEXTCLIENT_INC_000541	You cannot repair an equipped item.
IDS_TEXTCLIENT_INC_000542	You cannot trade with %s while the player is repairing an item.
IDS_TEXTCLIENT_INC_000543	You cannot use an item while it is being repaired.
IDS_TEXTCLIENT_INC_000544	You cannot use an item while repairing.
IDS_TEXTCLIENT_INC_000545	You cannot discard an item while repairing.
IDS_TEXTCLIENT_INC_000546	You do not have enough penya.
IDS_TEXTCLIENT_INC_000547	You are already repairing an item.
IDS_TEXTCLIENT_INC_000548	You cannot repair an item while vending.
IDS_TEXTCLIENT_INC_000549	There is no item to be repaired.
IDS_TEXTCLIENT_INC_000550	The item does not need repairing.
IDS_TEXTCLIENT_INC_000551	You cannot repair an item while using the bank.
IDS_TEXTCLIENT_INC_000552	You cannot repair an item being used in trade.
IDS_TEXTCLIENT_INC_000553	You cannot repair an item while trading.
IDS_TEXTCLIENT_INC_000554	You cannot repair an item while using the beauty shop.
IDS_TEXTCLIENT_INC_000555	(Male)
IDS_TEXTCLIENT_INC_000556	(Female)
IDS_TEXTCLIENT_INC_000557	Hotkey
IDS_TEXTCLIENT_INC_000558	Repair
IDS_TEXTCLIENT_INC_000559	All items have been repaired.
IDS_TEXTCLIENT_INC_000560	Condition : Finished
IDS_TEXTCLIENT_INC_000561	All
IDS_TEXTCLIENT_INC_000562	Connecting. Please wait.
IDS_TEXTCLIENT_INC_000563	This account is already connected. Would you like to cut the existing connection?
IDS_TEXTCLIENT_INC_000564	%s challenges you to a duel. Do you accept?
IDS_TEXTCLIENT_INC_000565	%s challenges your party to a duel. Do you accept?
IDS_TEXTCLIENT_INC_000566	Inbox
IDS_TEXTCLIENT_INC_000567	Do you want to disconnect?
IDS_TEXTCLIENT_INC_000568	Do you want to exit the program?
IDS_TEXTCLIENT_INC_000569	%s wants to be your friend. Do you accept?
IDS_TEXTCLIENT_INC_000570	%s invites you to join the party. Do you accept?
IDS_TEXTCLIENT_INC_000571	You cannot use this character.
IDS_TEXTCLIENT_INC_000572	Account log in impossible.
IDS_TEXTCLIENT_INC_000573	Loading, Please wait.
IDS_TEXTCLIENT_INC_000574	Job : Vagrant
IDS_TEXTCLIENT_INC_000575	Job : Mercenary
IDS_TEXTCLIENT_INC_000576	Job : Acrobat
IDS_TEXTCLIENT_INC_000577	Job : Assist
IDS_TEXTCLIENT_INC_000578	Job : Magician
IDS_TEXTCLIENT_INC_000579	Job : Puppeteer
IDS_TEXTCLIENT_INC_000580	Job : Guard
IDS_TEXTCLIENT_INC_000581	Job : Strongman
IDS_TEXTCLIENT_INC_000582	Job : Jester
IDS_TEXTCLIENT_INC_000583	Job : Dancer
IDS_TEXTCLIENT_INC_000584	Job : Ringmaster
IDS_TEXTCLIENT_INC_000585	Job : Billposter
IDS_TEXTCLIENT_INC_000586	Job : Rainmaker
IDS_TEXTCLIENT_INC_000587	Job : Earthweiler
IDS_TEXTCLIENT_INC_000588	Job : Gatekeeper
IDS_TEXTCLIENT_INC_000589	Job : Doppler
IDS_TEXTCLIENT_INC_000590	Item
IDS_TEXTCLIENT_INC_000591	Motion
IDS_TEXTCLIENT_INC_000592	Base
IDS_TEXTCLIENT_INC_000593	Detail
IDS_TEXTCLIENT_INC_000594	Job
IDS_TEXTCLIENT_INC_000595	Lodelight is a spawning point where a character can be resurrected.
IDS_TEXTCLIENT_INC_000596	Lodestar is a place near the closest city where a character can choose to be resurrected.
IDS_TEXTCLIENT_INC_000597	Job Skill
IDS_TEXTCLIENT_INC_000598	Information
IDS_TEXTCLIENT_INC_000599	Skill
IDS_TEXTCLIENT_INC_000600	Party
IDS_TEXTCLIENT_INC_000601	Advance Party
IDS_TEXTCLIENT_INC_000602	State: In Progress
IDS_TEXTCLIENT_INC_000603	State: Completed
IDS_TEXTCLIENT_INC_000604	Are you going to increase Strength?
IDS_TEXTCLIENT_INC_000605	Are you going to increase Stamina?
IDS_TEXTCLIENT_INC_000606	Are you going to increase Dexterity?
IDS_TEXTCLIENT_INC_000607	Are you going to increase Intelligence?
IDS_TEXTCLIENT_INC_000608	Please indicate the amount of items you want to sell/buy (1 ~ 99).
IDS_TEXTCLIENT_INC_000609	Your demand exceeds item supply.
IDS_TEXTCLIENT_INC_000610	Permission to view equipment denied.
IDS_TEXTCLIENT_INC_000611	You are out of aviation fuel. Please refill.
IDS_TEXTCLIENT_INC_000612	You are out of accelerating fuel. Please refill.
IDS_TEXTCLIENT_INC_000613	You can only use a broomstick.
IDS_TEXTCLIENT_INC_000614	You can only use a board.
IDS_TEXTCLIENT_INC_000615	The board is only for Mercenaries and Assists.
IDS_TEXTCLIENT_INC_000616	The broomstick is only for Magicians.
IDS_TEXTCLIENT_INC_000617	Your level is too low.
IDS_TEXTCLIENT_INC_000618	Current Level : %d
IDS_TEXTCLIENT_INC_000619	Playtime : %d Hour %d Minute
IDS_TEXTCLIENT_INC_000620	Current Quest
IDS_TEXTCLIENT_INC_000621	Trainer
IDS_TEXTCLIENT_INC_000622	Fighter
IDS_TEXTCLIENT_INC_000623	Gladiator
IDS_TEXTCLIENT_INC_000624	Berserker
IDS_TEXTCLIENT_INC_000625	Wardancer
IDS_TEXTCLIENT_INC_000626	Apprentice
IDS_TEXTCLIENT_INC_000627	Mage
IDS_TEXTCLIENT_INC_000628	War Mage
IDS_TEXTCLIENT_INC_000629	Grand Mage
IDS_TEXTCLIENT_INC_000630	Arch Mage
IDS_TEXTCLIENT_INC_000631	Protector
IDS_TEXTCLIENT_INC_000632	Guardian
IDS_TEXTCLIENT_INC_000633	Knight
IDS_TEXTCLIENT_INC_000634	Paladin
IDS_TEXTCLIENT_INC_000635	Crusader
IDS_TEXTCLIENT_INC_000636	%s wants to trade.
IDS_TEXTCLIENT_INC_000637	: 
IDS_TEXTCLIENT_INC_000638	 
IDS_TEXTCLIENT_INC_000639	has logged into the game.
IDS_TEXTCLIENT_INC_000640	How many do you want to move?
IDS_TEXTCLIENT_INC_000641	Move how many items?
IDS_TEXTCLIENT_INC_000642	Penya:
IDS_TEXTCLIENT_INC_000643	Number:
IDS_TEXTCLIENT_INC_000644	L
IDS_TEXTCLIENT_INC_000645	M
IDS_TEXTCLIENT_INC_000646	Your stat values will reset after your 1st job change.
IDS_TEXTCLIENT_INC_000647	Do you accept the trade?
IDS_TEXTCLIENT_INC_000648	Are you going to leave the party?
IDS_TEXTCLIENT_INC_000649	Are you sure you want to remove this player from the party. 
IDS_TEXTCLIENT_INC_000650	You have %d new message(s).
IDS_TEXTCLIENT_INC_000651	Your message cannot be sent. The receiving inbox may be full.
IDS_TEXTCLIENT_INC_000652	Your message cannot be sent. The contents may be too long.
IDS_TEXTCLIENT_INC_000653	You are already reading that.
IDS_TEXTCLIENT_INC_000654	Please select a member.
IDS_TEXTCLIENT_INC_000655	Only the Party Leader is able to transfer the Leader Status to another member of the party. 
IDS_TEXTCLIENT_INC_000656	The item is unfit for battle. It needs to be repaired.
IDS_TEXTCLIENT_INC_000657	Send a memo.
IDS_TEXTCLIENT_INC_000658	The maximum number of players that can be registered into the messenger is 200.
IDS_TEXTCLIENT_INC_000659	%s has added you to their Messenger.
IDS_TEXTCLIENT_INC_000660	You use %s.
IDS_TEXTCLIENT_INC_000661	%s casts %s on you.
IDS_TEXTCLIENT_INC_000662	You sent the memo.
IDS_TEXTCLIENT_INC_000663	You agreed to trade.
IDS_TEXTCLIENT_INC_000664	You refused to trade.
IDS_TEXTCLIENT_INC_000665	Whisper allowed.
IDS_TEXTCLIENT_INC_000666	Whisper refused.
IDS_TEXTCLIENT_INC_000667	You joined the party.
IDS_TEXTCLIENT_INC_000668	You refused to join the party
IDS_TEXTCLIENT_INC_000669	Post connection status
IDS_TEXTCLIENT_INC_000670	Do not post connection status.
IDS_TEXTCLIENT_INC_000671	Allow messenger
IDS_TEXTCLIENT_INC_000672	Refuse messenger
IDS_TEXTCLIENT_INC_000673	You may shout now.
IDS_TEXTCLIENT_INC_000674	You are way too noisy.
IDS_TEXTCLIENT_INC_000675	You cannot leave the party during party PvP.
IDS_TEXTCLIENT_INC_000676	You cannot invite another character to join the party during party PvP.
IDS_TEXTCLIENT_INC_000677	You cannot surrender party leadership during party PvP.
IDS_TEXTCLIENT_INC_000678	Unable to do party PvP. You have a member whose level is below 15.
IDS_TEXTCLIENT_INC_000679	Unable to do party PvP. The other party has a member whose level is below 15.
IDS_TEXTCLIENT_INC_000680	Unable to use an aviation item during party PvP.
IDS_TEXTCLIENT_INC_000681	Unable to use blinkwing during party PvP.
IDS_TEXTCLIENT_INC_000682	Party PvP has started.
IDS_TEXTCLIENT_INC_000683	You won the party PvP. You gained %d fame.
IDS_TEXTCLIENT_INC_000684	You lost the party PvP. You lost %d fame.
IDS_TEXTCLIENT_INC_000685	Party is already in party PvP mode.
IDS_TEXTCLIENT_INC_000686	There are no members in the party.
IDS_TEXTCLIENT_INC_000687	That player is currently busy. Please try again after few minutes.
IDS_TEXTCLIENT_INC_000688	That player is currently busy. Please try again after few minutes.
IDS_TEXTCLIENT_INC_000689	You have already invited this player. Try again after a few minutes.
IDS_TEXTCLIENT_INC_000690	You have already challenged this party to a duel. Try again after a few minutes.
IDS_TEXTCLIENT_INC_000691	You are already using this item. Try again after its effects have worn off.
IDS_TEXTCLIENT_INC_000692	You cannot trade a premium item.
IDS_TEXTCLIENT_INC_000693	You cannot drop a premium item on the ground.
IDS_TEXTCLIENT_INC_000694	Information
IDS_TEXTCLIENT_INC_000695	Member
IDS_TEXTCLIENT_INC_000696	Title
IDS_TEXTCLIENT_INC_000697	Contribution:
IDS_TEXTCLIENT_INC_000698	Penya Contribution:
IDS_TEXTCLIENT_INC_000699	Number of times surrendered
IDS_TEXTCLIENT_INC_000700	Promote Member
IDS_TEXTCLIENT_INC_000701	Demote Member
IDS_TEXTCLIENT_INC_000702	Class Up
IDS_TEXTCLIENT_INC_000703	Class Down
IDS_TEXTCLIENT_INC_000704	Leave Guild
IDS_TEXTCLIENT_INC_000705	Create Nickname
IDS_TEXTCLIENT_INC_000706	Guild salary of %d Penya received. Log in again to acquire the amount.
IDS_TEXTCLIENT_INC_000707	%s guild has changed their name to %s.
IDS_TEXTCLIENT_INC_000708	%s has been promoted.
IDS_TEXTCLIENT_INC_000709	%s has been demoted.
IDS_TEXTCLIENT_INC_000710	%s's class has gone up.
IDS_TEXTCLIENT_INC_000711	%s's class has gone down.
IDS_TEXTCLIENT_INC_000712	%s is now also known as %s.
IDS_TEXTCLIENT_INC_000713	Player already has a nickname.
IDS_TEXTCLIENT_INC_000714	Guild level has increased.
IDS_TEXTCLIENT_INC_000715	Unable to create guild cloak. Insufficient Penya in the guild warehouse.
IDS_TEXTCLIENT_INC_000716	You have Contributed to the guild.
IDS_TEXTCLIENT_INC_000717	Unable to make a contribution. The guild has reached its maximum level.
IDS_TEXTCLIENT_INC_000718	You can only contribute a full (100%) Pxp.
IDS_TEXTCLIENT_INC_000719	Maximum Penya contribution reached.
IDS_TEXTCLIENT_INC_000720	You can only have a maximum of 420 million Penya in the guild bank.
IDS_TEXTCLIENT_INC_000721	Unable to deposit to guild warehouse. You do not have enough Penya.
IDS_TEXTCLIENT_INC_000722	System error. Contribution cancelled.
IDS_TEXTCLIENT_INC_000723	You need to be level 15 to change your job.
IDS_TEXTCLIENT_INC_000724	You cannot send a message to yourself, silly.
IDS_TEXTCLIENT_INC_000725	A new Guild Notice has been posted. Please check it in the guild window.
IDS_TEXTCLIENT_INC_000726	Guild cloak has been created.
IDS_TEXTCLIENT_INC_000727	You do not have a guild logo yet. Please set the guild logo.
IDS_TEXTCLIENT_INC_000728	You will need a Scroll of G-Name Change in order to change your Guilds name. 
IDS_TEXTCLIENT_INC_000729	Can only be used by the Guild Leader
IDS_TEXTCLIENT_INC_000730	Guild logo has already been set.
IDS_TEXTCLIENT_INC_000731	Guild level is too low.
IDS_TEXTCLIENT_INC_000732	Authority for each title has been changed.
IDS_TEXTCLIENT_INC_000733	Salary for each title has been changed.
IDS_TEXTCLIENT_INC_000734	Please enter the number.
IDS_TEXTCLIENT_INC_000735	The guild warehouse is full.
IDS_TEXTCLIENT_INC_000736	The character is no longer a member of the %s guild.
IDS_TEXTCLIENT_INC_000737	The character you invited is offline.
IDS_TEXTCLIENT_INC_000738	You cannot change the rank of a player whose class is higher than yours.
IDS_TEXTCLIENT_INC_000739	You are not authorized to do this.
IDS_TEXTCLIENT_INC_000740	You are not authorized to do this.
IDS_TEXTCLIENT_INC_000741	The maximum number for that title has been reached.
IDS_TEXTCLIENT_INC_000742	You are not authorized to do this.
IDS_TEXTCLIENT_INC_000743	Unable to make a contribution. Ask your Guild Leader to set the guild name first.
IDS_TEXTCLIENT_INC_000744	Best Guild
IDS_TEXTCLIENT_INC_000745	Best Guild of Unity
IDS_TEXTCLIENT_INC_000746	Richest Guild
IDS_TEXTCLIENT_INC_000747	Most Wins
IDS_TEXTCLIENT_INC_000748	Most Losses
IDS_TEXTCLIENT_INC_000749	Most Surrenders
IDS_TEXTCLIENT_INC_000750	Highest Guild Level
IDS_TEXTCLIENT_INC_000751	Longest Playtime
IDS_TEXTCLIENT_INC_000752	Guild Duel
IDS_TEXTCLIENT_INC_000753	You cannot duel during a guild duel.
IDS_TEXTCLIENT_INC_000754	Unable to use the member management function during a guild duel.
IDS_TEXTCLIENT_INC_000755	You cannot disband your guild during a guild duel.
IDS_TEXTCLIENT_INC_000756	You cannot change your guild logo during a guild duel.
IDS_TEXTCLIENT_INC_000757	You cannot have a guild duel in this server.
IDS_TEXTCLIENT_INC_000758	Unable to create a guild cloak. Please set your guild logo first.
IDS_TEXTCLIENT_INC_000759	Only the Guild Leader can make a guild cloak.
IDS_TEXTCLIENT_INC_000760	The Guild Leader of %s, %s , declares a Guild duel. Do you Accept?
IDS_TEXTCLIENT_INC_000761	Unable to use the member management function during a guild duel.
IDS_TEXTCLIENT_INC_000762	The guild duel between %s and %s has finished. The Guild %s has won. %s.
IDS_TEXTCLIENT_INC_000763	%s and %s have agreed to a truce.
IDS_TEXTCLIENT_INC_000764	The guild duel between %s and %s resulted in a tie.
IDS_TEXTCLIENT_INC_000765	%s of %s Guild has given up.
IDS_TEXTCLIENT_INC_000766	A guild duel has started between %s Guild and %s Guild.
IDS_TEXTCLIENT_INC_000767	A guild duel between %s Guild and %s Guild is in progress.
IDS_TEXTCLIENT_INC_000768	You are at war with another guild.
IDS_TEXTCLIENT_INC_000769	You are either not participating in a guild duel or have already given up.
IDS_TEXTCLIENT_INC_000770	You are not at war with another guild.
IDS_TEXTCLIENT_INC_000771	A warrior of %s Guild, %s , has been killed.
IDS_TEXTCLIENT_INC_000772	You cannot disband your guild during a guild duel.
IDS_TEXTCLIENT_INC_000773	Cannot join a guild during a guild duel.
IDS_TEXTCLIENT_INC_000774	You cannot change your guild logo during a guild duel.
IDS_TEXTCLIENT_INC_000775	A Guild Leader has been killed!
IDS_TEXTCLIENT_INC_000776	Victory! Opponent guild has conceded.
IDS_TEXTCLIENT_INC_000777	Victory by default!
IDS_TEXTCLIENT_INC_000778	Victory due to number of opponents killed!
IDS_TEXTCLIENT_INC_000779	Unable to accept guild duel challenge during a guild duel.
IDS_TEXTCLIENT_INC_000780	Cannot find the guild that declared a guild duel.
IDS_TEXTCLIENT_INC_000781	Current Guild Leader did not declare a guild duel.
IDS_TEXTCLIENT_INC_000782	That guild is already participating in a guild duel.
IDS_TEXTCLIENT_INC_000783	Your guild level has to be higher than 5 to declare a guild duel.
IDS_TEXTCLIENT_INC_000784	Unable to declare war during guild duel.
IDS_TEXTCLIENT_INC_000785	That Guild does not exist.
IDS_TEXTCLIENT_INC_000786	The opposing Guild Leader is offline.
IDS_TEXTCLIENT_INC_000787	The other guild is already participating in a guild duel.
IDS_TEXTCLIENT_INC_000788	The opposing guild must have at least 10 members.
IDS_TEXTCLIENT_INC_000789	%d Penya
IDS_TEXTCLIENT_INC_000790	%d Units
IDS_TEXTCLIENT_INC_000791	%.f%%
IDS_TEXTCLIENT_INC_000792	Upgrade Succesful!
IDS_TEXTCLIENT_INC_000793	The upgrade has failed.
IDS_TEXTCLIENT_INC_000794	You cannot put two different elements on one item.
IDS_TEXTCLIENT_INC_000795	Wrong supplement item.
IDS_TEXTCLIENT_INC_000796	Not enough Penya
IDS_TEXTCLIENT_INC_000797	Not enough supplement item.
IDS_TEXTCLIENT_INC_000798	Upgrade cancelled.
IDS_TEXTCLIENT_INC_000799	Can only upgrade up to Level 20.
IDS_TEXTCLIENT_INC_000800	Using wrong item to upgrade.
IDS_TEXTCLIENT_INC_000801	You cannot upgrade a unique item.
IDS_TEXTCLIENT_INC_000802	Unable to upgrade to more than Lv %d.
IDS_TEXTCLIENT_INC_000803	Place an item to be upgraded first.
IDS_TEXTCLIENT_INC_000804	Unable to connect to the game. Account may have been terminated by user.
IDS_TEXTCLIENT_INC_000805	Fire Card
IDS_TEXTCLIENT_INC_000806	Water Card
IDS_TEXTCLIENT_INC_000807	Electric Card
IDS_TEXTCLIENT_INC_000808	Wind Card
IDS_TEXTCLIENT_INC_000809	Earth Card
IDS_TEXTCLIENT_INC_000810	Insufficient supplements.
IDS_TEXTCLIENT_INC_000811	Fire
IDS_TEXTCLIENT_INC_000812	Water
IDS_TEXTCLIENT_INC_000813	Electric
IDS_TEXTCLIENT_INC_000814	Wind
IDS_TEXTCLIENT_INC_000815	Earth
IDS_TEXTCLIENT_INC_000816	Item cannot be upgraded using this element.
IDS_TEXTCLIENT_INC_000817	Unable to collect resource from a monster killed by another player.
IDS_TEXTCLIENT_INC_000818	Ask about %s
IDS_TEXTCLIENT_INC_000819	%s pushed final confirmation.
IDS_TEXTCLIENT_INC_000820	You need to wait for approval.
IDS_TEXTCLIENT_INC_000821	Unable to declare a guild duel. Opposing guild level is below 6.
IDS_TEXTCLIENT_INC_000822	Unable to join a new guild. Please wait 48 hours and try again.
